Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Domaine Henry Pelle Sancerre La Croix au Garde,Still White Wine,£17.49,2019,14.50%,75cl,France,Loire Valley,100% Sauvignon Blanc,Domaine Henry Pelle,"Le Clos du Serres Sainte-Pauline Terrasses du Larzac - A blend of Syrah, Cinsault and Carignan. Clever use of concrete tronconais keeps the wine fresh and elegant. Lovely and purple in the glass, bouncy violet notes, this is textbook extroverted Syrah."
Le Clos du Serres Sainte-Pauline Terrasses du Larzac,Still Red Wine,£17.99,2019,14%,75cl,France,Languedoc,"Syrah 60%, Carignan 20%, Cinsault 20%",Le Clos du Serres,Chapelle de Bebian Blanc Coteaux de Languedoc - This is delicately floral on the nose with notes of honeysuckle. The palate has a fantastic mineral streak with just the right amount of plumpness on the finish.
Petit Chablis Bernard Michaut,Still White Wine,£13.59,2020,12.50%,75cl,France,Burgundy,Chardonnay,Domaine De La Motte,"Giovanni Rosso Langhe Nebbiolo- Giovanni Rosso Langhe Nebbiolo had beautiful violet and roses on the nose with some cherry and raspberry fruit. This is an easy drinking wine with a fine structure, elegant tannins together with a good freshness. The perfect for any situation.Sold in cases of six bottles"
Chapelle de Bebian Blanc Coteaux de Languedoc,Still White Wine,£20.99,2019,13.50%,75cl,France,Languedoc,"Grenache Blanc, Roussanne, Clairette",Prieuré Saint Jean de Bébian,"Alasia Gavi del Comune di Gavi - Aromas of citrus and green apple the palate is broad and structural with more apple flavours, hints of lemon and a refreshing minerality.Sold in cases of six bottles"
Cave de Turckheim Reserve Gewurztraminer,Still White Wine,£11.99,2018,12.50%,75cl,France,Alsace,100% Gewurztraminer,Cave Vinicole De Turckheim,"Gris Marin Gris de Gris Rose - A delicious, pale and versatile rose from the sandy Camargue. Delicate and mineral with subtle notes of fleshy peach.Sold in cases of six bottles"
Champagne Lelarge-Pugeot Nature et Non Dose NV,Champagne,£52.99,,12%,75cl,France,Champagne,"Pinot Meunier 50%, Chardonnay 25%, Pinot Noir 25%",Champagne Lelarge Pugeot,"Domaine Champ-Long Les Gressannes Ventoux Blanc - Complex aromas of stone fruits, gingerbread and buttery, toasted notes enhance the rich and mouthfilling palate, which has a lovely freshness on the finish.Sold in single bottles"
Gris Marin Gris de Gris Rose,Rose,£8.29,2020,12.50%,75cl,France,Languedoc,"Grenache Gris 90%, Carignan 10%",Château Lermitage,"Domaine de la Vieille Tour, Cotes de Provence Rose - A classic Provence Rosé. Perfect pale pink and presented in an elegant clear tall bottle. There's plenty of lovely sweet fruit and attractive balance from the Grenache grapes. On the palate it is soft ripe and juicy, with plenty of depth and even a hint of tannins, and that ""tang"" so typical of Provence rosés on the finish.Sold in cases of six bottles"
Domaine Champ-Long Les Gressannes Ventoux Blanc,Still White Wine,£14.19,2019,13%,75cl,France,Rhone,"Grenache Blanc 50%, Roussanne 50%",Domaine De Champ Long,"La Val Finca Arantei Albarino - Beautifully aromatic with hints of citrus, sherbet and peach on the nose which lead through to a refreshingly mineral, broad and savoury palate with pronounced acidity and a clean, dry, slightly salty finish.Sold in single bottles"
Domaine de la Vieille Tour Cotes de Provence Rose,Rose,£10.99,2020,13%,75cl,France,Provence,40% Grenache/20% Syrah/20% Cinsault,Domaine De La Vieille Tour,"Goring Brut, Goring Estate, Sussex NV - An elegant, complex English sparkling wine combining a youthful purity of fruit with subtle toasty, nutty notes. Sold in single bottles"
Chateau Mayne Mazerolles Blaye Cotes de Bordeaux,Still Red Wine,£11.99,2018,13.50%,75cl,France,Bordeaux,"Merlot 80%, Cabernet Sauvignon 10%, Malbec 10%",Chateau Mayne Mazerolles,"Vallet Freres Gevrey-Chambertin Premier Cru Les Cazetiers - Cazetier is one of the best Premier Cru vineyards in Gevrey Chambertin. Delicious, supple red berry fruit with elegance, integrated tannins, and a long, pure Pinot finish."
Vallet Freres Gevrey-Chambertin Premier Cru Les Cazetiers,Still Red Wine,£53.99,2011,13%,75cl,France,Burgundy,100% Pinot Noir,Vallet Freres,"Domaine Saint Damien Plan de Dieu Vielles Vignes Cotes du Rhone Villages Bio - Deeply coloured, this is a savoury, spicy and full flavoured wine, from this award winning producer. The ideal accompaniment to red meats, hearty casseroles and full flavoured disheswith rich sauces.Sold in single bottles"
Domaine Saint Damien Plan de Dieu Vielles Vignes Cotes du Rhone Villages Bio,Still Red Wine,£14.49,2019,14.50%,75cl,France,Rhone,er: Domaine Saint Damien,,"Bodega Bressia Monteagrelo Syrah - Soulful Syrah from the high, cool mountain vineyards of Uco."
Domaine de la Rouletiere Patrimoine Vouvray Sec,Still White Wine,£17.99,2018,12%,75cl,France,Loire Valley,Chenin Blanc,Domaine De La Rouletière,"Uggiano Brunello di Montalcino - Warm and ripe on the nose with black fruits, savoury, meaty characters, mocha and spice. The palate has ripe black plum and sweet spice characters with notes of toasty oak. The firm structure is balanced by the richness and intensity of the fruit, and vibrant acidity gives a sustained and balanced finish.Sold in cases of six bottles"
Le Clos du Serres L’Humeur Vagabonde Terrasses du Larzac,Still Red Wine,£26.49,2016,14.50%,75cl,France,Languedoc,"Carignan 80%, Grenache Noir 10%, Syrah 10%",Le Clos du Serres,"Puligny-Montrachet Henri de Villamont - A wine of great finesse, distinguished and elegant. The colour is pure and bright, with light glints of white gold. The aromas evoke trees in bloom and white flesh fruit, like white peaches. With age, the aromas evolve towards almond and lightly grilled dried fruit. On the palate, there is a sensation of fresh silkiness. Long and persistent in the aftertaste, ending on an exceptional wealth of flavours, both floral and fruity.Sold in single bottles"
Les Lauriers Viognier Grenache,Still White Wine,£9.29,2021,13.50%,75cl,France,Languedoc,"70% Viognier, 30% Grenache Blanc",Alma Cersius,"Alasia Piemonte Cortese - Fresh, primary fruit aromas of green apples, ripe grapefruit and lime cordial on the nose with honeysuckle and lightly honeyed notes on the palate. The finish is fresh and crisp with citrus flavours and mineral touches.Sold in cases of six bottles"
Sound of White Sauvignon Blanc Marlborough,Still White Wine,£15.89,2019,,Zealand,Marlborough,100% Sauvignon Blanc,er: Catalina Sounds,,"Zahel Orange T NV - Orange T or Orangetraube is closely related to the Traminer family and those typical intense peach, apricot and honeysuckle notes are on display here.Sold in cases of six bottles"
Puligny-Montrachet Henri de Villamont,Still White Wine,£58.99,2017,13%,75cl,France,Burgundy,Chardonnay,Henri De Villamont,"Catena Alta Chardonnay - Richly textured Chardonnay with floral notes, ripe tropical fruit flavours, a strong mineral character and great acidity.Sold in single bottles"
Cave de Turckheim Reserve Pinot Blanc,Still White Wine,£9.59,2019,13%,75cl,France,Alsace,100% Pinot Blanc,Cave Vinicole De Turckheim,"Chateauneuf-du-Pape Blanc Domaine de Beaurenard - An excellent example of white Châteauneuf: gently aromatic, with notes of pears, apricots, hawthorn and fennel. Round and textured in the mouth, with a seam of minerality providing focus.Sold in single bottles"
Champagne Lelarge-Pugeot Les Meuniers de Clemence Extra Brut 1er Cru,Champagne,£48.49,2014,12%,75cl,France,Champagne,Pinot Meunier 100%,Champagne Lelarge Pugeot,"Hampton Water Rose - Rock star Jon Bon Jovi recently launched this super premium rose from the Languedoc in France, its called Hampton Water made by Gerard Bertrand in collaboration with Jon and his son Jesse."
Chateauneuf-du-Pape Blanc Domaine de Beaurenard,Still White Wine,£35.99,2020,13.50%,75cl,France,Rhone,"30% Clairette, 20% Grenache Blanc, 25% Bourboulenc, 22% Roussane, 3% Picpoul & Picardan",Domaine De Beaurenard,"Domaine Teisseire Coteaux Varois en Provence Rose - A well textured, full flavoured rose from the famous southern French region of Provence. Filled with red berry fruit flavours and light, subtle spices on the finish.Sold in cases of six bottles"
Hampton Water Rose,Rose,£15.49,2020,14%,75cl,France,Languedoc,"Grenache, Cinsault, Mourvèdre and Syrah",Gérard Betrand And Jon Bon Jovi,"Gran Hacienda Pinot Noir - This pure, red-fruit scented Pinot Noir has a lively aroma, juicy texture, and a seductively silky finish.Sold in cases of six bottles"
Chateau Julien Bordeaux,Still Red Wine,£11.49,2018,14%,75cl,France,Bordeaux,"Merlot 90%, Cabernet Franc 5%, Cabernet Sauvignon 5%",Chateau Julien,"Father John Vine Hill Road Pinot Noir Russian River Valley - Father John is the brainchild of Nick Maloney, a Californian studying and working in Burgundy. His pale, hauntingly perfumed Pinot Noirs are a thrilling expression of his experience to date, and of the new California style. Right now, no rising star is brighter than this."
Vallet Freres Gevrey-Chambertin,Still Red Wine,£31.99,2017,13%,75cl,France,Burgundy,100% Pinot Noir,Vallet Freres,"San Fiorenzo Bolgheri - Aromas of ripe black fruits and plum compote with lifted minty notes. The palate is rich and structured with layers of bramble and black cherry fruit balanced by savoury, cedar and capsicum notes, firm tannins and a twist of sour cherry acidity on the finish."
Rotem & Mounir Saouma Cotes-du-Rhone-Villages Inopia Rouge,Still Red Wine,£20.99,2018,14%,75cl,France,Rhone,"Grenache, Syrah, Cinsault, Mourvèdre, Counoise",Rotem & Mounir Saouma,Domaine de la Rouletiere Les Argiles Vouvray Demi-Sec - A delicious medium-dry Vouvray with citrus fruit flavours interwoven with juicy vine peach. The ripe fruit is beautifully balanced with fresh appley notes through to a moreish finish.Sold in single bottles
Domaine de la Rouletiere Les Argiles Vouvray Demi-Sec,Still White Wine,£13.79,2019,12%,75cl,France,Loire Valley,Chenin Blanc,Domaine De La Rouletière,"Barbera D’Alba Costa Bruna Poderi Colla - Made from 70 year old vines on the edge of Barbaresco, this is a wine that lingers long on the palate and offers more with each sip."
Puligny-Montrachet Bernard Millot,Still White Wine,£51.99,2017,13%,75cl,France,Burgundy,100% Chardonnay,Bernard Millot,"Selon Letang Viognier Vin de France - This Viognier is 'frais'; vinified dry, with honeysuckle and mandarin notes and a pithy and clean finish."
Le Clos du Serres Les Maros Terrasses du Larzac,Still Red Wine,£18.99,2017,14.50%,75cl,France,Languedoc,"Grenache Noir 60%, Cinsault 20%, Carignan 20%",Le Clos du Serres,"Alasia Roero Arneis - A rich, dry white with ripe pear fruit, almond and linseed. The palate is plump, soft and expressive, packed with stone fruit and apricots, with a delicious texture and nutty, herbal finish. Hints of fennel and clove.Sold in cases of six bottles"
Selon Letang Viognier Vin de France,Still White Wine,£7.99,2019,13.50%,75cl,France,Languedoc,100% Viognier,Boutinot France,"Catena Chardonnay - Rich, clean and fresh, this is a tropical Chardonnay with notes of apple, pear and hints of cinnamon and minerals. A full mouth feel with a clean and fresh finish.Sold in cases of six bottles"
Cave de Turckheim Reserve Riesling,Still White Wine,£10.79,2020,12.50%,75cl,France,Alsace,100% Riesling,Cave Vinicole De Turckheim,"Chaski Petit Verdot Perez Cruz - Complex and elegant aromas of ripe red fruits, herbs, black pepper and a hint of spice. The palate is well structured, fresh and balanced, with soft tannins and mineral notes. This is a great example of a Petit Verdot with its long and persistent finish.Sold in single bottles"
Champagne Lelarge-Pugeot Extra Brut 1er Cru Tradition NV,Champagne,£34.99,,12%,75cl,France,Champagne,"Pinot Meunier 65%, Pinot Noir 20%, Chardonnay 15%",Champagne Lelarge Pugeot,"Chateau la Sauvageonne La Villa Rose - The bouquet offers up notes of crushed strawberries, sweet spice and floral notes of violet and hawthorne. Powerful and generous, with a velvety texture and a revitalising freshness. This wine is built on tension and stamped with a brilliant salinity.Sold in single bottles"
Chateau la Sauvageonne La Villa Rose,Rose,£41.99,2020,13.50%,75cl,France,Languedoc,"Grenache 65%, Mourvèdre 25%, Vermentino 7%, Viognier 3%",Gerard Bertrand,"Joel Gott Chardonnay - This unoaked Chardonnay offers aromas of ripe pear and honeydew melon with floral notes. On the palate, the wine opens with bright citrus and tropical flavours, leading to a round mouthfeel balanced by fresh acidity, and a long finish.Sold in single bottles"
Chateau Maucoil Chateauneuf-du-Pape Tradition Blanc,Still White Wine,£23.79,2019,13.50%,75cl,France,Rhone,"Grenache Blanc 90%, Bourboulenc 8%, Clairette 2%",Chateau Maucoil,"Kleine Rust Fairtrade Pinotage Shiraz - Deliciously fruity with dark berry flavours, hints of chocolate and a smooth finish.Sold in cases of six bottles"
Chateau Boutisse St Emilion Grand Cru,Still Red Wine,£23.99,2016,14%,75cl,France,Bordeaux,"Merlot 80%, Cabernet Sauvignon 10%, Cabernet Franc 5%, Carmenère 5%",Château Boutisse,"Father John Winery Comptche Pinot Noir Mendocino - Father John is the brainchild of Nick Maloney, a Californian studying and working in Burgundy. His pale, hauntingly perfumed Pinot Noirs are a thrilling expression of his experience to date, and of the new California style. Right now, no rising star is brighter than this."
Domaine Roux Vougeot 1er Cru Les Petits Vougeot,Still Red Wine,£57.99,2017,13.50%,75cl,France,Burgundy,100% Pinot Noir,Domaine Roux Pere Et Fils,"Matias Riccitelli Tinto de la Casa - A complex and rich Malbec with floral notes, a touch of black pepper spice and toasty spice underpinned by a wealth of black fruit flavours. Opulent, with smooth tannins and balancing freshness through to a long, satisfying finish.Sold in single bottles"
Domaine de la Rouletiere Les Calcaires Vouvray Sec,Still White Wine,£13.79,2020,12.50%,75cl,France,Loire Valley,Chenin Blanc,Domaine De La Rouletière,Prieure Saint Jean de Bebian Rouge Coteaux de Languedoc - Grenache dominates with a backing troupe of Syrah and Mourvèdre. French oak adds power and complexity. Lapping waves of dense fruit excite and intrigue in equal measure.
Prieure Saint Jean de Bebian Rouge Coteaux de Languedoc,Still Red Wine,£31.49,2017,14.50%,75cl,France,Languedoc,"Grenache Noir 60%, Cinsault 30%, Syrah 10%",Prieuré Saint Jean de Bébian,"Les Volets Chenin Blanc Pays de la Haute Vallee de l’Aude -  Bright and citrussy and herbal aromas lead to a densely fruity, peachy palate with great texture and a clean, lifted finish."
Corton-Charlemagne Grand Cru Vincent Girardin,Still White Wine,£215.00,2018,13.50%,75cl,France,Burgundy,100% Chardonnay,Vincent Girardin,Ancora Rosso Sangiovese di Puglia - This is a smooth medium-bodied wine made from the Sangiovese grape in the Salento peninsula in southern Puglia. A terrific everyday drinking red with aromas of red berry and damson fruit. Fresh and lively on the palate with juicy berry fruit and a hint of spiciness. Balanced by tangy acidity and soft ripe tannins.
